,SCHOOL NAME,CITY,COUNTY,ZIP,SCHOOL TYPE,ENROLLED,% IMMUNE MMR
0,AMERISCHOOLS ACADEMY - YUMA SOUTH CAMPUS,YUMA,YUMA,85364.0,CHARTER,21,0.86
1,ASH FORK ELEMENTARY SCHOOL,ASH FORK,YAVAPAI,86320.0,PUBLIC,21,0.95
2,CALVARY CHAPEL CHRISTIAN SCHOOL,TUCSON,PIMA,85710.0,PRIVATE,21,0.91
3,CANYON POINTE ACADEMY,GLENDALE,MARICOPA,85308.0,CHARTER,21,0.91
4,CHILDREN REACHING FOR THE SKY PREPARATORY,TUCSON,PIMA,85711.0,CHARTER,21,0.81
5,COLLIER ELEMENTARY SCHOOL,TUCSON,PIMA,85749.0,PUBLIC,21,0.95
6,IMMACULATE CONCEPTION CATHOLIC SCHOOL,COTTONWOOD,YAVAPAI,86326.0,PRIVATE,21,0.81
7,JEEHDEEZ'A ACADEMY (LOW MOUNTAIN),LOW MOUNTAIN,NAVAJO,86503.0,PUBLIC,21,1.0
8,LIBERTY TRADITIONAL CHARTER SCHOOL - SADDLEBACK,DOUGLAS,COCHISE,85607.0,CHARTER,21,1.0
9,LIBERTY TRADITIONAL CHARTER SCHOOL - SADDLEBACK,DOUGLAS,COCHISE,85607.0,CHARTER,21,1.0
10,LIBERTY TRADITIONAL CHARTER SCHOOL - SADDLEBACK,DOUGLAS,COCHISE,85607.0,CHARTER,21,1.0
11,MARY C O'BRIEN ELEMENTARY SCHOOL,CASA GRANDE,PINAL,85294.0,PUBLIC,21,0.86
12,MEXICAYOTL ACADEMY K-5,TUCSON,PIMA,85705.0,CHARTER,21,1.0
13,PARAMOUNT ACADEMY,PEORIA,MARICOPA,85345.0,CHARTER,21,1.0
14,PINE FOREST SCHOOL,FLAGSTAFF,COCONINO,86001.0,CHARTER,21,0.33
15,SAINT JEROME CATHOLIC SCHOOL,PHOENIX,MARICOPA,85029.0,PRIVATE,21,0.95
16,SAINT JOSEPH CATHOLIC SCHOOL,TUCSON,PIMA,85711.0,PRIVATE,21,0.95
17,SAINT LOUIS THE KING SCHOOL,GLENDALE,MARICOPA,85301.0,PRIVATE,21,1.0
18,VERDE CHRISTIAN ACADEMY,COTTONWOOD,YAVAPAI,86326.0,PRIVATE,21,0.95
19,CREO SCHOOL,,MARICOPA,,PRIVATE,22,0.59
20,DESERT VIEW LEARNING CENTER,PARADISE VALLEY,MARICOPA,,PRIVATE,22,0.73
21,EDISON SCHOOL OF INNOVATION,GLENDALE,MARICOPA,85305.0,CHARTER,22,1.0
22,FRANKLIN PHONETIC PRIMARY SCHOOL SUNNYSLOPE,PHOENIX,MARICOPA,85020.0,CHARTER,22,0.86
23,HOLLADAY INTERMEDIATE MAGNET SCHOOL,TUCSON,PIMA,85713.0,PUBLIC,22,0.86
24,KHALSA MONTESSORI PRIMARY SCHOOL,PHOENIX,MARICOPA,85004.0,CHARTER,22,0.91
25,NEW HORIZON SCHOOL FOR THE PERFORMING ART,MESA,MARICOPA,85204.0,CHARTER,22,1.0
26,OAK CREEK SCHOOL,CORNVILLE,YAVAPAI,86325.0,PUBLIC,22,0.82
27,SAINT PETER INDIAN MISSION SCHOOL,BAPCHULE,PINAL,,PRIVATE,22,0.96
28,TELESIS PREPARATORY,LAKE HAVASU CITY,MOHAVE,86403.0,CHARTER,22,0.96
29,TUCSON WALDORF SCHOOL,TUCSON,PIMA,85718.0,PRIVATE,22,0.32
30,VAIL ACADEMY & HIGH SCHOOL,TUCSON,PIMA,85747.0,CHARTER,22,0.96
31,ARIZONA CULTURAL ACADEMY,PHOENIX,MARICOPA,85042.0,PRIVATE,23,1.0
32,ARTHUR M HAMILTON SCHOOL,PHOENIX,MARICOPA,85009.0,PUBLIC,23,1.0
33,CAMBRIDGE ACADEMY - QUEEN CREEK,MESA,MARICOPA,85207.0,CHARTER,23,0.83
34,IMMACULATE CONCEPTION ELEMENTARY SCHOOL,YUMA,YUMA,85364.0,PRIVATE,23,1.0
35,PERIDOT LUTHERAN ELEMENTARY SCHOOL,PERIDOT,GILA,85542.0,PRIVATE,23,0.78
36,THE PEAK SCHOOL,FLAGSTAFF,COCONINO,86004.0,CHARTER,23,0.96
37,TELESIS PREPARATORY,LAKE HAVASU CITY,MOHAVE,86403.0,CHARTER,23,0.83
38,TUCSON WALDORF SCHOOL,TUCSON,PIMA,85718.0,PRIVATE,23,0.48
39,WESTLAND SCHOOL BRIGHTON CAMPUS,GLENDALE,MARICOPA,85305.0,CHARTER,23,0.91
40,AJO ELEMENTARY SCHOOL,AJO,PIMA,85321.0,PUBLIC,24,0.92
41,ALL ABOARD CHARTER SCHOOL,PHOENIX,MARICOPA,85017.0,CHARTER,24,0.79
42,CHRIST THE KING CATHOLIC SCHOOL,MESA,MARICOPA,85204.0,PRIVATE,24,0.88
43,DESERT SUN CHILD DEVELOPMENT - KINDERGARTEN,CHANDLER,MARICOPA,85224.0,PRIVATE,24,0.88
44,FLAGSTAFF JUNIOR ACADEMY ELEMENTARY CAMPUS,FLAGSTAFF,COCONINO,,PUBLIC,24,0.92
45,MESA ARTS ACADEMY,MESA,MARICOPA,85210.0,CHARTER,24,1.0
46,NOOR ACADEMY OF ARIZONA,TEMPE,MARICOPA,85282.0,PRIVATE,24,0.88
47,PRIMROSE SCHOOL OF FLETCHER HEIGHTS,,MARICOPA,,PRIVATE,24,0.5
48,RANCHO SOLANO PREPARATORY SCHOOL - GREENWAY,SCOTTSDALE,MARICOPA,85254.0,PRIVATE,24,0.96
49,SAINT MICHAEL INDIAN SCHOOL,SAINT MICHAELS,APACHE,,PRIVATE,24,0.71
50,SAINT MICHAEL'S PARISH DAY SCHOOL,TUCSON,PIMA,85711.0,PRIVATE,24,0.96
51,TSEHOOTSOOI DINE BI'OLTA' (NAVAJO IMMERSION),FORT DEFIANCE,APACHE,86504.0,PUBLIC,24,1.0
52,WESTLAND SCHOOL BRIGHTON CAMPUS,GLENDALE,MARICOPA,85305.0,CHARTER,24,0.92
53,CAPPS MIDDLE SCHOOL (GR 4-6),HEBER,NAVAJO,85928.0,PUBLIC,25,0.88
54,CHILDREN FIRST ACADEMY - PHOENIX,PHOENIX,MARICOPA,85034.0,CHARTER,25,1.0
55,DESERT CHRISTIAN K-8 SCHOOL,TUCSON,PIMA,85715.0,PRIVATE,25,0.92
56,FIRST BAPTIST CHRISTIAN ACADEMY,SIERRA VISTA,COCHISE,85635.0,PRIVATE,25,1.0
57,GILBERT ARTS ACADEMY,GILBERT,MARICOPA,85234.0,CHARTER,25,0.84
58,GRAND CANYON ELEMENTARY,GRAND CANYON,COCONINO,86023.0,PUBLIC,25,0.92
59,HUACHUCA CITY ELEMENTARY SCHOOL,HUACHUCA CITY,COCHISE,85616.0,PUBLIC,25,0.96
60,HUDLOW ELEMENTARY SCHOOL,TUCSON,PIMA,85710.0,PUBLIC,25,0.96
61,INTERNATIONAL SCHOOL OF TUCSON,TUCSON,PIMA,85719.0,PRIVATE,25,0.96
62,KINDERTOTS,,MARICOPA,,PRIVATE,25,0.68
63,MEXICAYOTL CHARTER SCHOOL,NOGALES,SANTA CRUZ,85621.0,CHARTER,25,1.0
64,MEYER MONTESSORI,TEMPE,MARICOPA,,PUBLIC,25,0.84
65,MOUNTAIN MEADOWS PRIMARY (GR K-3),OVERGAARD,NAVAJO,85933.0,PUBLIC,25,0.96
66,SAINT AMBROSE SCHOOL,TUCSON,PIMA,85716.0,PRIVATE,25,1.0
67,SKYVIEW SCHOOL,PRESCOTT,YAVAPAI,86303.0,CHARTER,25,0.72
68,SONORAN SCIENCE ACADEMY - PHOENIX,PHOENIX,MARICOPA,85008.0,CHARTER,25,0.88
69,ANNUNCIATION CATHOLIC SCHOOL,CAVE CREEK,MARICOPA,85331.0,PRIVATE,26,0.96
70,DESERT GARDEN MONTESSORI,PHOENIX,MARICOPA,85044.0,PRIVATE,26,0.77
71,DUNCAN ELEMENTARY SCHOOL,DUNCAN,GREENLEE,85534.0,PUBLIC,26,0.92
72,EAGLE COLLEGE PREP HARMONY,PHOENIX,MARICOPA,85040.0,CHARTER,26,1.0
73,EMMANUEL CHRISTIAN ACADEMY,KINGMAN,MOHAVE,86401.0,PRIVATE,26,0.77
74,JOY CHRISTIAN SCHOOL,GLENDALE,MARICOPA,85308.0,PRIVATE,26,0.58
75,PAUL DUNBAR LAWRENCE SCHOOL,PHOENIX,MARICOPA,85007.0,PUBLIC,26,0.96
76,ROBISON ELEMENTARY SCHOOL,TUCSON,PIMA,85716.0,PUBLIC,26,1.0
77,SAFFORD ELEMENTARY SCHOOL,TUCSON,PIMA,,PUBLIC,26,0.96
78,SAINT AGNES CATHOLIC SCHOOL,PHOENIX,MARICOPA,85006.0,PRIVATE,26,0.5
79,ARLINGTON ELEMENTARY SCHOOL,ARLINGTON,MARICOPA,85322.0,PUBLIC,27,1.0
80,HAVASU PREPARATORY ACADEMY,LAKE HAVASU CITY,MOHAVE,86406.0,CHARTER,27,0.96
81,LORETTO CATHOLIC SCHOOL,DOUGLAS,COCHISE,85607.0,PRIVATE,27,1.0
82,NORTH VALLEY CHRISTIAN ACADEMY,PHOENIX,MARICOPA,85085.0,PRIVATE,27,0.82
83,SAINT FRANCIS OF ASSISI SCHOOL,YUMA,YUMA,85364.0,PRIVATE,27,1.0
84,ST ANDREWS PRESCHOOL & KINDERGARTEN,,PIMA,,PRIVATE,27,0.89
85,BENNETT ACADEMY - VENTURE SITE,PHOENIX,MARICOPA,85021.0,CHARTER,28,0.79
86,FESTIVAL FOOTHILLS ELEMENTARY SCHOOL,BUCKEYE,MARICOPA,85396.0,PUBLIC,28,0.96
87,INTERNATIONAL SCHOOL OF ARIZONA,,MARICOPA,,PRIVATE,28,0.82
88,LEONOR HAMBLY K-8,WINKLEMAN,GILA,85292.0,PUBLIC,28,1.0
89,LINDEN ELEMENTARY SCHOOL,LINDEN,NAVAJO,85901.0,PUBLIC,28,0.86
90,MONTESSORI SCHOOLHOUSE-85705,TUCSON,PIMA,85705.0,CHARTER,28,0.82
91,OUR MOTHER OF SORROWS SCHOOL,TUCSON,PIMA,85710.0,PRIVATE,28,1.0
92,PUSCH RIDGE CHRISTIAN ACADEMY,TUCSON,PIMA,85704.0,PRIVATE,28,0.79
93,TRINITY CHRISTIAN SCHOOL,PRESCOTT,YAVAPAI,86301.0,PRIVATE,28,0.79
94,WEST VALLEY CHRISTIAN SCHOOL,GOODYEAR,MARICOPA,85338.0,PRIVATE,28,0.71
95,COUNTRY GARDENS CHARTER SCHOOL,LAVEEN,MARICOPA,85339.0,CHARTER,29,0.83
96,ECHO CANYON K-8,SCOTTSDALE,MARICOPA,85251.0,PUBLIC,29,0.93
97,IMAGINE WEST GILBERT ELEMENTARY,GILBERT,MARICOPA,85295.0,CHARTER,29,0.97
98,KEYSTONE MONTESSORI CHARTER SCHOOL,PHOENIX,MARICOPA,85048.0,CHARTER,29,0.83
99,KHALSA MONTESSORI SCHOOL - RIVER RD,TUCSON,PIMA,85718.0,CHARTER,29,0.76
100,LIBERTY TRADITIONAL CHARTER SCHOOL,PHOENIX,MARICOPA,85031.0,CHARTER,29,0.97
101,MALDONADO AMELIA ELEMENTARY SCHOOL,TUCSON,PIMA,85746.0,PUBLIC,29,1.0
102,MISSION MONTESSORI ACADEMY,SCOTTSDALE,MARICOPA,,CHARTER,29,0.62
103,CANYON ELEMENTARY SCHOOL,GLENDALE,MARICOPA,85306.0,PUBLIC,30,0.9
104,DUNHAM ELEMENTARY SCHOOL,TUCSON,PIMA,85748.0,PUBLIC,30,0.97
105,LEUPP PUBLIC SCHOOL,LEUPP,COCONINO,86035.0,PUBLIC,30,1.0
106,"MANY FARMS COMMUNITY SCHOOL, INC",MANY FARMS,APACHE,86538.0,PUBLIC,30,0.97
107,MONTESSORI DAY PUBLIC SCHOOLS  - MOUNTAINSIDE,PHOENIX,MARICOPA,85020.0,CHARTER,30,0.87
108,SOUTHSIDE COMMUNITY SCHOOL,TUCSON,PIMA,85713.0,CHARTER,30,1.0
109,YAVAPAI ELEMENTARY SCHOOL,SCOTTSDALE,MARICOPA,85257.0,PUBLIC,30,0.97
110,CAVETT ELEMENTARY SCHOOL,TUCSON,PIMA,85713.0,PUBLIC,31,1.0
111,GILA BEND ELEMENTARY SCHOOL,GILA BEND,MARICOPA,,CHARTER,31,0.97
112,LEMAN ACADEMY OF EXCELLENCE - EAST MESA,MESA,MARICOPA,85212.0,CHARTER,31,0.84
113,MAXINE O BUSH ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85042.0,PUBLIC,31,1.0
114,SAINT ELIZABETH ANN SETON SCHOOL,TUCSON,PIMA,85742.0,PRIVATE,31,1.0
115,ACADEMY OF TUCSON ELEMENTARY SCHOOL,TUCSON,PIMA,85715.0,CHARTER,32,0.84
116,FRANCES J WARREN ELEMENTARY SCHOOL,TUCSON,PIMA,85746.0,PUBLIC,32,1.0
117,GLOBAL ACADEMY OF PHOENIX,PHOENIX,MARICOPA,85301.0,PUBLIC,32,0.94
118,GREENWAY ELEMENTARY SCHOOL,BISBEE,COCHISE,85603.0,PUBLIC,32,0.91
119,KACHINA ELEMENTARY SCHOOL,GLENDALE,MARICOPA,85306.0,PUBLIC,32,1.0
120,MANY FARMS PUBLIC SCHOOL,CHINLE,APACHE,86538.0,PUBLIC,32,1.0
121,OUR LADY OF PERPETUAL HELP SCHOOL-85301,GLENDALE,MARICOPA,85301.0,PRIVATE,32,0.97
122,TRINITY LUTHERAN ELEMENTARY SCHOOL,LITCHFIELD PARK,MARICOPA,85340.0,PRIVATE,32,0.97
123,TRINITY LUTHERAN ELEMENTARY SCHOOL,LITCHFIELD PARK,MARICOPA,85340.0,PRIVATE,32,0.91
124,CALVARY CHRISTIAN ACADEMY,LAKE HAVASU CITY,MOHAVE,86406.0,PRIVATE,33,0.85
125,CENTER FOR EDUCATIONAL EXCELLENCE,TEMPE,MARICOPA,85284.0,CHARTER,33,0.94
126,FARAS ELEMENTARY SCHOOL,PIRTLEVILLE,COCHISE,85607.0,PUBLIC,33,1.0
127,MAMMOTH SAN MANUEL PK-12 ELEMENTARY(K-5),SAN MANUEL,PINAL,85631.0,PUBLIC,33,0.97
128,MOUNTAIN SCHOOL,FLAGSTAFF,COCONINO,86005.0,CHARTER,33,0.88
129,PALOMINAS ELEMENTARY SCHOOL,HEREFORD,COCHISE,85615.0,PUBLIC,33,0.91
130,BEAVER DAM ELEMENTARY SCHOOL,LITTLEFIELD,MOHAVE,86432.0,PUBLIC,34,0.88
131,FREEDOM ACADEMY,PHOENIX,MARICOPA,85032.0,CHARTER,34,0.82
132,MILES-EXPLORATORY LEARNING CENTER,TUCSON,PIMA,85719.0,PUBLIC,34,0.97
133,SAINT THERESA CATHOLIC SCHOOL,PHOENIX,MARICOPA,85018.0,PRIVATE,34,1.0
134,TRINITY CHRISTIAN SCHOOL,PRESCOTT,YAVAPAI,86301.0,PRIVATE,34,0.74
135,MORGAN MAXWELL SCHOOL,TUCSON,PIMA,85745.0,PUBLIC,35,0.97
136,OCHOA ELEMENTARY SCHOOL,TUCSON,PIMA,85713.0,PUBLIC,35,0.97
137,W ARTHUR SEWEL ELEMENTARY SCHOOL,TUCSON,PIMA,85711.0,PUBLIC,35,0.94
138,WHITTIER ELEMENTARY SCHOOL-85006,PHOENIX,MARICOPA,85006.0,PUBLIC,35,0.97
139,COLEGIO PETITE,,SANTA CRUZ,,PRIVATE,36,0.83
140,DESERT MARIGOLD SCHOOL,PHOENIX,MARICOPA,85042.0,CHARTER,36,0.5
141,JOHN R DAVIS SCHOOL,PHOENIX,MARICOPA,85041.0,PUBLIC,36,0.97
142,PHOENIX COUNTRY DAY SCHOOL,PARADISE VALLEY,MARICOPA,85253.0,PRIVATE,36,0.86
143,SUMMIT SCHOOL OF AHWATUKEE,PHOENIX,MARICOPA,85048.0,PRIVATE,36,0.86
144,TOLTEC ELEMENTARY  SCHOOL,ELOY,PINAL,85131.0,PUBLIC,36,0.92
145,VAL VISTA ACADEMY - A BALL CHARTER SCHOOL,GILBERT,MARICOPA,85297.0,CHARTER,36,0.92
146,TULLY ELEMENTARY ACCELERATED MAGNET SCHOOL,TUCSON,PIMA,85745.0,PUBLIC,36,0.97
147,CAMBRIDGE ACADEMY - MESA CAMPUS,MESA,MARICOPA,85207.0,CHARTER,37,0.89
148,HERMOSA MONTESSORI SCHOOL,TUCSON,PIMA,85749.0,CHARTER,37,0.81
149,OUR LADY OF MOUNT CARMEL SCHOOL,TEMPE,MARICOPA,85282.0,PRIVATE,37,0.92
150,RALPH WALDO EMERSON ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85006.0,PUBLIC,37,0.97
151,SONORAN SCIENCE ACADEMY - PEORIA,PEORIA,MARICOPA,85382.0,CHARTER,37,0.97
152,YAVAPAI ELEMENTARY SCHOOL,SCOTTSDALE,MARICOPA,85257.0,PUBLIC,37,1.0
153,CASAS CHRISTIAN SCHOOL,TUCSON,PIMA,85742.0,PRIVATE,38,0.9
154,DESERT OASIS ELEMENTARY SCHOOL-85387,SURPRISE,MARICOPA,85387.0,PUBLIC,38,0.95
155,EAGLE COLLEGE PREP - MESA,MESA,MARICOPA,85203.0,CHARTER,38,1.0
156,FORT THOMAS ELEMENTARY SCHOOL,FORT THOMAS,GRAHAM,85536.0,PUBLIC,38,1.0
157,IRA A MURPHY SCHOOL,PEORIA,MARICOPA,85345.0,PUBLIC,38,0.92
158,MISSION VIEW ELEMENTARY SCHOOL,TUCSON,PIMA,85713.0,PUBLIC,38,0.97
159,NEW RIVER ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85087.0,PUBLIC,38,0.82
160,SAINT JOHN THE EVANGELIST SCHOOL,TUCSON,PIMA,85713.0,PRIVATE,38,1.0
161,AMERISCHOOLS ACADEMY - YUMA NORTH CAMPUS,YUMA,YUMA,85364.0,CHARTER,39,0.97
162,AVALON ELEMENTARY,APACHE JUNCTION,PINAL,85220.0,CHARTER,39,0.87
163,BOOTH-FICKETT MATH/SCIENCE K-8 MAGNET SCHOOL,TUCSON,PIMA,85710.0,PUBLIC,39,1.0
164,CENTER FOR ACADEMIC SUCCESS #3,DOUGLAS,COCHISE,85607.0,CHARTER,39,0.87
165,CHRIST'S GREENFIELD LUTHERAN SCHOOL,GILBERT,MARICOPA,85234.0,PRIVATE,39,0.95
166,COPPER RIDGE SCHOOL,SCOTTSDALE,MARICOPA,85255.0,PUBLIC,39,0.9
167,COTTONWOOD ELEMENTARY,COLORADO CITY,MOHAVE,86021.0,PUBLIC,39,0.13
168,HOWELL PETER ELEMENTARY SCHOOL,TUCSON,PIMA,85711.0,PUBLIC,39,0.97
169,PUEBLO GARDENS ELEMENTARY SCHOOL,TUCSON,PIMA,85713.0,PUBLIC,39,1.0
170,SAINT CYRIL OF ALEXANDRIA SCHOOL,TUCSON,PIMA,85712.0,PRIVATE,39,1.0
171,SAINTS PETER & PAUL CATHOLIC SCHOOL,TUCSON,PIMA,85719.0,PRIVATE,39,0.95
172,VECTOR PREP AND ARTS ACADEMY,CHANDLER,MARICOPA,85225.0,CHARTER,39,1.0
173,T G BARR SCHOOL,PHOENIX,MARICOPA,85042.0,PUBLIC,39,1.0
174,TEMPE MONTESSORI SCHOOL,MESA,MARICOPA,85202.0,PRIVATE,39,0.69
175,VAL VISTA ACADEMY - A BALL CHARTER SCHOOL,GILBERT,MARICOPA,85297.0,CHARTER,39,0.9
176,GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,YUMA,YUMA,85364.0,PUBLIC,40,0.98
177,RED ROCK ELEMENTARY SCHOOL,RED ROCK,PINAL,85245.0,PUBLIC,40,0.93
178,ST. JOHN BOSCO CATHOLIC SCHOOL PROGRAM,,MARICOPA,,PRIVATE,40,0.95
179,TOLSON ELEMENTARY SCHOOL,TUCSON,PIMA,85745.0,PUBLIC,40,0.95
180,CENTER FOR ACADEMIC SUCCESS #5,SIERRA VISTA,COCHISE,85635.0,CHARTER,41,0.95
181,DAVIDSON ELEMENTARY SCHOOL,TUCSON,PIMA,85712.0,PUBLIC,41,0.95
182,DIETZ K-8 SCHOOL,TUCSON,PIMA,85710.0,PUBLIC,41,0.93
183,HERITAGE SCHOOL,GLENDALE,MARICOPA,85302.0,PUBLIC,41,0.95
184,MAYER ELEMENTARY SCHOOL,MAYER,YAVAPAI,86333.0,PUBLIC,41,0.88
185,RIVERBEND PREP,LAVEEN,MARICOPA,85339.0,CHARTER,41,0.68
186,SAINT GREGORY SCHOOL,PHOENIX,MARICOPA,85015.0,PRIVATE,41,0.9
187,SAINT MARY-BASHA CATHOLIC SCHOOL,CHANDLER,MARICOPA,85225.0,PRIVATE,41,0.98
188,THE BEREAN ACADEMY,SIERRA VISTA,COCHISE,85635.0,CHARTER,41,0.85
189,W ARTHUR SEWEL ELEMENTARY SCHOOL,TUCSON,PIMA,85711.0,PUBLIC,41,0.98
190,ANTHEM SCHOOL,ANTHEM,MARICOPA,85086.0,PUBLIC,42,0.98
191,BLENMAN ELEMENTARY SCHOOL,TUCSON,PIMA,85716.0,PUBLIC,42,1.0
192,DESERT STAR ACADEMY,FORT MOHAVE,MOHAVE,,CHARTER,42,0.95
193,NACO ELEMENTARY SCHOOL,NACO,COCHISE,,PUBLIC,42,1.0
194,THORNYDALE ELEMENTARY SCHOOL,TUCSON,PIMA,85741.0,PUBLIC,42,0.93
195,ANNA HENRY ELEMENTARY SCHOOL,TUCSON,PIMA,85710.0,PUBLIC,43,0.95
196,BAGDAD ELEMENTARY SCHOOL,BAGDAD,YAVAPAI,86321.0,PUBLIC,43,0.91
197,CACTUS WREN ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85051.0,PUBLIC,43,1.0
198,CANYON DE CHELLY ELEMENTARY SCHOOL,CHINLE,APACHE,86503.0,PUBLIC,43,1.0
199,CORONADO ELEMENTARY SCHOOL,SIERRA VISTA,COCHISE,85650.0,PUBLIC,43,0.77
200,COUNTRYSIDE ELEMENTARY,SURPRISE,MARICOPA,85379.0,PUBLIC,43,0.93
201,FORD ELEMENTARY SCHOOL,TUCSON,PIMA,85730.0,PUBLIC,43,1.0
202,FREEDOM TRADITIONAL ACADEMY,SURPRISE,MARICOPA,85374.0,PUBLIC,43,0.91
203,HAVASUPAI ELEMENTARY SCHOOL,LAKE HAVASU CITY,MOHAVE,86404.0,PUBLIC,43,0.91
204,IGNACIO CONCHOS ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85041.0,PUBLIC,43,0.95
205,LA PALOMA ACADEMY SOUTH,TUCSON,PIMA,85706.0,CHARTER,43,0.95
206,LIBERTY ARTS ACADEMY,MESA,MARICOPA,85212.0,CHARTER,43,0.86
207,MONTESSORI EDUCATION CENTRE CHARTER SCHOOL-85204,MESA,MARICOPA,85204.0,CHARTER,43,0.63
208,PECAN GROVE ELEMENTARY SCHOOL,YUMA,YUMA,85364.0,PUBLIC,43,0.98
209,TULLY ELEMENTARY ACCELERATED MAGNET SCHOOL,TUCSON,PIMA,85745.0,PUBLIC,43,1.0
210,WILLIAMS ELEMENTARY/MIDDLE SCHOOL,WILLIAMS,COCONINO,86046.0,PUBLIC,43,0.77
211,ALICE BYRNE ELEMENTARY SCHOOL,YUMA,YUMA,85364.0,PUBLIC,44,0.93
212,ALL SAINTS EPISCOPAL DAY SCHOOL,PHOENIX,MARICOPA,85012.0,PRIVATE,44,0.98
213,CESAR E CHAVEZ COMMUNITY SCHOOL,PHOENIX,MARICOPA,85040.0,PUBLIC,44,0.96
214,DESTINY SCHOOL,GLOBE,GILA,85501.0,CHARTER,44,0.91
215,ETHOS ACADEMY,GLENDALE,MARICOPA,85302.0,CHARTER,44,0.64
216,GAVILAN PEAK ELEMENTARY,ANTHEM,MARICOPA,85086.0,PUBLIC,44,0.93
217,LA SENITA ELEMENTARY SCHOOL,KINGMAN,MOHAVE,,PUBLIC,44,0.86
218,MARSHALL ELEMENTARY SCHOOL,TUCSON,PIMA,85710.0,PUBLIC,44,1.0
219,ORO GRANDE ELEMENTARY SCHOOL,LAKE HAVASU CITY,MOHAVE,86406.0,PUBLIC,44,1.0
220,PATHFINDER ACADEMY,MESA,MARICOPA,85207.0,CHARTER,44,0.73
221,ROOSEVELT SCHOOL,YUMA,YUMA,85364.0,PUBLIC,44,1.0
222,WEST SEDONA ELEMENTARY SCHOOL,SEDONA,YAVAPAI,86336.0,PUBLIC,44,0.77
223,VISTA COLLEGE PREP - MARYVALE,PHOENIX,MARICOPA,85035.0,CHARTER,44,0.96
224,WARD TRADITIONAL ACADEMY,TEMPE,MARICOPA,85282.0,PUBLIC,44,0.93
225,HUMBOLDT ELEMENTARY SCHOOL,HUMBOLT,YAVAPAI,86329.0,PUBLIC,45,0.93
226,MONTESSORI EDUCATION CENTRE CHARTER SCHOOL-85203,MESA,MARICOPA,85203.0,CHARTER,45,0.78
227,WEST SEDONA ELEMENTARY SCHOOL,SEDONA,YAVAPAI,86336.0,PUBLIC,45,0.73
228,YUMA LUTHERAN SCHOOL,YUMA,YUMA,85365.0,PRIVATE,45,0.98
229,ACADEMY DEL SOL,TUCSON,PIMA,85705.0,CHARTER,46,1.0
230,CHRIST LUTHERAN SCHOOL,PHOENIX,MARICOPA,85018.0,PRIVATE,46,0.89
231,EAGLE COLLEGE PREP - MARYVALE,PHOENIX,MARICOPA,85031.0,CHARTER,46,1.0
232,LEARNING FOUNDATION AND PERFORMING ARTS WARNER,GILBERT,MARICOPA,85296.0,CHARTER,46,0.78
233,PEORIA TRADITIONAL SCHOOL,PEORIA,MARICOPA,85382.0,PUBLIC,46,0.87
234,PRESIDIO SCHOOL,TUCSON,PIMA,85719.0,CHARTER,46,0.98
235,ROBINS ELEMENTARY SCHOOL,TUCSON,PIMA,85745.0,PUBLIC,46,0.91
236,SAINT JOHN VIANNEY CATHOLIC SCHOOL,GOODYEAR,MARICOPA,,PRIVATE,46,0.96
237,SAINTS SIMON AND JUDE SCHOOL,PHOENIX,MARICOPA,85017.0,PRIVATE,46,0.94
238,SARAH MARLEY SCHOOL,DOUGLAS,COCHISE,85607.0,PUBLIC,46,1.0
