,SCHOOL NAME,CITY,COUNTY,ZIP,SCHOOL TYPE,ENROLLED,% IMMUNE MMR
478,W F KILLIP ELEMENTARY SCHOOL,FLAGSTAFF,COCONINO,86004.0,PUBLIC,64,0.98
479,WINTERS WELL ELEMENTARY SCHOOL,TONOPAH,MARICOPA,,PUBLIC,64,0.94
480,ARIZONA DESERT ELEMENTARY SCHOOL,TOLLESON,MARICOPA,85353.0,PUBLIC,65,0.99
481,BASIS PRESCOTT,PRESCOTT,YAVAPAI,86301.0,PUBLIC,65,0.75
482,BENJAMIN FRANKLIN CHARTER SCHOOL - POWER RD,GILBERT,MARICOPA,85298.0,CHARTER,65,0.83
483,BONILLAS ELEMENTARY BASIC CURRICULUM MAGN,TUCSON,PIMA,85711.0,PUBLIC,65,0.99
484,COPPERWOOD SCHOOL,GLENDALE,MARICOPA,85304.0,PUBLIC,65,0.91
485,DESERT STAR SCHOOL,GOODYEAR,MARICOPA,85338.0,PUBLIC,65,0.99
486,FRANKLIN AT ALMA ELEMENTARY,MESA,MARICOPA,85202.0,PUBLIC,65,0.95
487,FREEDOM ELEMENTARY SCHOOL,BUCKEYE,MARICOPA,85326.0,PUBLIC,65,0.99
488,GARFIELD SCHOOL,PHOENIX,MARICOPA,85006.0,PUBLIC,65,0.97
489,HARRIS ELEMENTARY SCHOOL,MESA,MARICOPA,85204.0,PUBLIC,65,0.91
490,IRONWOOD SCHOOL,CASA GRANDE,PINAL,85122.0,PUBLIC,65,1.0
491,JOHN JACOBS ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85023.0,PUBLIC,65,1.0
492,MADISON ELEMENTARY SCHOOL,MESA,MARICOPA,85206.0,PUBLIC,65,0.91
493,PALO VERDE SCHOOL,CASA GRANDE,PINAL,85122.0,PUBLIC,65,1.0
494,SAHUARO SCHOOL,PHOENIX,MARICOPA,85029.0,PUBLIC,65,0.99
495,SEQUOYA ELEMENTARY SCHOOL,SCOTTSDALE,MARICOPA,85254.0,PUBLIC,65,0.85
496,STURGEON CROMER ELEMENTARY SCHOOL,FLAGSTAFF,COCONINO,86004.0,PUBLIC,65,0.97
497,WHITTIER ELEMENTARY SCHOOL-85201,MESA,MARICOPA,85201.0,PUBLIC,65,0.99
498,WILDFIRE ELEMENTARY,PHOENIX,MARICOPA,85050.0,PUBLIC,65,0.91
499,BASIS - MESA,MESA,MARICOPA,85212.0,CHARTER,66,0.89
500,BENCHMARK SCHOOL,PHOENIX,MARICOPA,85032.0,CHARTER,66,0.55
501,CASA BLANCA COMMUNITY SCHOOL,BAPCHULE,PINAL,85121.0,PUBLIC,66,1.0
502,DESERT VIEW ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85020.0,PUBLIC,66,0.92
503,DOBSON ACADEMY A-BALL CHARTER SCHOOL,CHANDLER,MARICOPA,85224.0,CHARTER,66,0.83
504,DOROTHY HALL ELEMENTARY,YUMA,YUMA,85365.0,PUBLIC,66,1.0
505,MARJORIE W ESTES ELEMENTARY SCHOOL,MARANA,PIMA,85658.0,PUBLIC,66,1.0
506,MOHAVE ACCELERATED ELEMENTARY SCHOOL,BULLHEAD CITY,MOHAVE,,CHARTER,66,0.91
507,MOYA ELEMENTARY,PHOENIX,MARICOPA,85009.0,PUBLIC,66,0.94
508,OAK TREE ELEMENTARY,GILBERT,MARICOPA,85233.0,PUBLIC,66,0.97
509,SUNSET RIDGE ELEMENTARY-85305,GLENDALE,MARICOPA,85305.0,PUBLIC,66,0.96
510,TUBA CITY ELEMENTARY SCHOOL,TUBA CITY,COCONINO,86045.0,PUBLIC,66,0.94
511,VISTA COLLEGE PREPARATORY,PHOENIX,MARICOPA,85003.0,CHARTER,66,0.94
512,CAROL RAE RANCH ELEMENTARY,GILBERT,MARICOPA,85234.0,PUBLIC,67,0.93
513,CHARLES W SECHRIST ELEMENTARY SCHOOL,FLAGSTAFF,COCONINO,86001.0,PUBLIC,67,0.91
514,EXCELENCIA SCHOOL,PHOENIX,MARICOPA,85006.0,PUBLIC,67,0.97
515,KYRENE DE LA COLINA SCHOOL,PHOENIX,MARICOPA,85044.0,PUBLIC,67,0.9
516,KYRENE DE LOS CERRITOS SCHOOL,PHOENIX,MARICOPA,85048.0,PUBLIC,67,0.97
517,MARSHALL HUMPHREY II ELEMENTARY SCHOOL,CHANDLER,MARICOPA,85225.0,PUBLIC,67,0.96
518,THOMAS A EDISON SCHOOL,PHOENIX,MARICOPA,85006.0,PUBLIC,67,0.97
519,WHITERIVER ELEMENTARY,WHITERIVER,NAVAJO,85941.0,PUBLIC,67,1.0
520,VAL VISTA LAKES ELEMENTARY SCHOOL,GILBERT,MARICOPA,85234.0,PUBLIC,67,0.85
521,WASHINGTON ELEMENTARY SCHOOL-85202,MESA,MARICOPA,85202.0,PUBLIC,67,0.93
522,WESTAR ELEMENTARY SCHOOL,GOODYEAR,MARICOPA,85338.0,PUBLIC,67,0.93
523,AGUA CALIENTE SCHOOL,TUCSON,PIMA,85749.0,PUBLIC,68,0.97
524,APACHE ELEMENTARY SCHOOL,PEORIA,MARICOPA,85382.0,PUBLIC,68,0.96
525,CONTINENTAL ELEMENTARY SCHOOL,GREEN VALLEY,PIMA,85614.0,PUBLIC,68,0.99
526,COPPER BASIN K-8,QUEEN CREEK,PINAL,85143.0,PUBLIC,68,0.84
527,COTTONWOOD COMMUNITY SCHOOL,COTTONWOOD,YAVAPAI,86326.0,PUBLIC,68,0.87
528,DESERT VISTA ELEMENTARY SCHOOL,APACHE JUNCTION,PINAL,85119.0,PUBLIC,68,0.96
529,ESMOND STATION SCHOOL,TUCSON,PIMA,85747.0,PUBLIC,68,0.97
530,GALVESTON ELEMENTARY SCHOOL,CHANDLER,MARICOPA,85225.0,PUBLIC,68,1.0
531,HALE ELEMENTARY SCHOOL,MESA,MARICOPA,85213.0,PUBLIC,68,0.94
532,KINGSWOOD ELEMENTARY SCHOOL,SURPRISE,MARICOPA,85374.0,PUBLIC,68,0.87
533,LAKE VALLEY ELEMENTARY SCHOOL,PRESCOTT VALLEY,YAVAPAI,86314.0,PUBLIC,68,0.9
534,LINDBERGH ELEMENTARY SCHOOL,MESA,MARICOPA,85204.0,PUBLIC,68,1.0
535,LONE MOUNTAIN ELEMENTARY SCHOOL,CAVE CREEK,MARICOPA,85331.0,PUBLIC,68,0.91
536,RATTLESNAKE RIDGE ELEMENTARY,TUCSON,PIMA,85743.0,PUBLIC,68,0.96
537,SANTA CLARA ELEMENTARY SCHOOL,TUCSON,PIMA,85756.0,PUBLIC,68,1.0
538,CENTENNIAL ELEMENTARY SCHOOL,TUCSON,PIMA,85705.0,PUBLIC,69,0.96
539,DESERT SPIRIT,GLENDALE,MARICOPA,85303.0,PUBLIC,69,0.96
540,DESERT WILLOW ELEMENTARY SCHOOL,CASA GRANDE,PINAL,85122.0,PUBLIC,69,0.94
541,DR. CHARLES A. BEJARANO ELEMENTARY SCHOOL,MIAMI,GILA,85539.0,PUBLIC,69,0.8
542,FALCON HILL ELEMENTARY SCHOOL,MESA,MARICOPA,85207.0,PUBLIC,69,0.96
543,LITTLETON ELEMENTARY SCHOOL,CASHION,MARICOPA,85323.0,PUBLIC,69,0.99
544,RANCHO GABRIELA ELEMENTARY,SURPRISE,MARICOPA,85379.0,PUBLIC,69,0.96
545,SAGUARO ELEMENTARY SCHOOL,CASA GRANDE,PINAL,85122.0,PUBLIC,69,0.99
546,SMOKETREE ELEMENTARY SCHOOL,LAKE HAVASU CITY,MOHAVE,86403.0,PUBLIC,69,0.87
547,STARLINE ELEMENTARY SCHOOL,LAKE HAVASU CITY,MOHAVE,86406.0,PUBLIC,69,0.97
548,SUNLAND ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85041.0,PUBLIC,69,1.0
549,WILDFLOWER ACCELERATED ACADEMY,GOODYEAR,MARICOPA,85338.0,PUBLIC,69,0.97
550,WESTPARK ELEMENTARY SCHOOL,BUCKEYE,MARICOPA,85326.0,PUBLIC,69,0.99
551,WILDFLOWER SCHOOL,GOODYEAR,MARICOPA,85338.0,PUBLIC,69,0.93
552,AMBERLEA ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85037.0,PUBLIC,70,0.97
553,BLOOM ELEMENTARY SCHOOL,TUCSON,PIMA,85715.0,PUBLIC,70,1.0
554,GREENBRIER ELEMENTARY SCHOOL,GLENDALE,MARICOPA,85308.0,PUBLIC,70,0.87
555,HAROLD W SMITH SCHOOL,GLENDALE,MARICOPA,85301.0,PUBLIC,70,0.96
556,MESQUITE ELEMENTARY,YUMA,YUMA,85364.0,PUBLIC,70,1.0
557,NORTHWEST CHRISTIAN SCHOOL - MAIN CAMPUS,PHOENIX,MARICOPA,,PRIVATE,70,0.86
558,PAINTED DESERT MONTESSORI,BUCKEYE,MARICOPA,85326.0,CHARTER,70,0.76
559,RUDY G BOLOGNA ELEMENTARY,CHANDLER,MARICOPA,85225.0,PUBLIC,70,0.93
560,SUNRIDGE ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85043.0,PUBLIC,70,1.0
561,WILLIAM T MACHAN ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85006.0,PUBLIC,70,0.99
562,ACADEMY DEL SOL - HOPE,TUCSON,PIMA,85757.0,CHARTER,71,0.97
563,ACADEMY DEL SOL - HOPE,TUCSON,PIMA,85757.0,CHARTER,71,0.97
564,AKIMEL O'OTHAM PEE POSH,COOLIDGE,PINAL,85128.0,CHARTER,71,1.0
565,ARIZONA CITY ELEMENTARY SCHOOL,ARIZONA CITY,PINAL,,PUBLIC,71,0.87
566,BELEN SOTO ELEMENTARY SCHOOL,GOODYEAR,MARICOPA,85395.0,PUBLIC,71,0.99
567,COPPER CANYON ELEMENTARY SCHOOL,SCOTTSDALE,MARICOPA,85254.0,PUBLIC,71,0.96
568,DESERT COVE ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85028.0,CHARTER,71,0.9
569,EISENHOWER ELEMENTARY SCHOOL,MESA,MARICOPA,85201.0,PUBLIC,71,0.99
570,HARRIET JOHNSON PRIMARY SCHOOL,TUCSON,PIMA,85757.0,PUBLIC,71,0.99
571,IRENE ERICKSON ELEMENTARY SCHOOL,TUCSON,PIMA,85730.0,PUBLIC,71,0.86
572,LEMAN ACADEMY OF EXCELLENCE - SIERRA VISTA,SIERRA VISTA,COCHISE,85635.0,CHARTER,71,0.96
573,LINCOLN ELEMENTARY SCHOOL,NOGALES,SANTA CRUZ,85621.0,PUBLIC,71,1.0
574,PICTURE ROCKS ELEMENTARY SCHOOL,TUCSON,PIMA,85743.0,PUBLIC,71,0.92
575,ROBSON ELEMENTARY SCHOOL,MESA,MARICOPA,85204.0,PUBLIC,71,0.97
576,ROVER ELEMENTARY SCHOOL,TEMPE,MARICOPA,85283.0,PUBLIC,71,0.93
577,SONORAN SKY ELEMENTARY SCHOOL-85307,GLENDALE,MARICOPA,85307.0,PUBLIC,71,0.9
578,SOUSA ELEMENTARY SCHOOL,MESA,MARICOPA,85207.0,PUBLIC,71,0.96
579,SOUTH PHOENIX PREP AND ARTS ACADEMY,PHOENIX,MARICOPA,85042.0,CHARTER,71,0.94
580,WINIFRED HARELSON ELEMENTARY SCHOOL,TUCSON,PIMA,85704.0,PUBLIC,71,1.0
581,SUNSET SCHOOL,GLENDALE,MARICOPA,85302.0,PUBLIC,71,0.94
582,WESTERN PEAKS ELEMENTARY,SURPRISE,MARICOPA,85388.0,PUBLIC,71,0.99
583,CHINLE ELEMENTARY SCHOOL,CHINLE,APACHE,86503.0,PUBLIC,72,1.0
584,GLENDALE LANDMARK MIDDLE SCHOOL,GLENDALE,MARICOPA,85301.0,PUBLIC,72,0.97
585,JOSEPH ZITO ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85035.0,PUBLIC,72,0.97
586,LOMA LINDA ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85016.0,PUBLIC,72,0.97
587,MISSION MANOR ELEMENTARY SCHOOL,TUCSON,PIMA,85706.0,PUBLIC,72,1.0
588,ROOSEVELT ELEMENTARY SCHOOL,MESA,MARICOPA,85202.0,PUBLIC,72,0.94
589,SHUMWAY ELEMENTARY SCHOOL,CHANDLER,MARICOPA,85225.0,PUBLIC,72,0.93
590,SUNRISE ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85053.0,PUBLIC,72,0.96
591,TANQUE VERDE ELEMENTARY SCHOOL,TUCSON,PIMA,85749.0,PUBLIC,72,0.97
592,TUCSON COUNTRY DAY SCHOOL,TUCSON,PIMA,85715.0,CHARTER,72,0.97
593,TAYLOR HICKS SCHOOL,PRESCOTT,YAVAPAI,86301.0,PUBLIC,72,0.93
594,ACORN MONTESSORI CHARTER SCHOOL - WEST,PRESCOTT VALLEY,YAVAPAI,86314.0,CHARTER,73,0.66
595,AUDREY & ROBERT RYAN ELEMENTARY,CHANDLER,MARICOPA,85249.0,PUBLIC,73,0.92
596,CHANDLER TRADITIONAL ACADEMY - FREEDOM,GILBERT,MARICOPA,85298.0,PUBLIC,73,0.93
597,CIMARRON SPRINGS ELEMENTARY,SURPRISE,MARICOPA,85388.0,PUBLIC,73,0.95
598,COYOTE HILLS ELEMENTARY SCHOOL,PEORIA,MARICOPA,85382.0,PUBLIC,73,0.85
599,GLENN L DOWNS SCHOOL,PHOENIX,MARICOPA,85031.0,PUBLIC,73,0.97
600,HOMER DAVIS ELEMENTARY SCHOOL,TUCSON,PIMA,85705.0,PUBLIC,73,0.97
601,KYRENE DE LA PALOMA SCHOOL,CHANDLER,MARICOPA,85226.0,PUBLIC,73,0.96
602,MICHAEL ANDERSON SCHOOL,AVONDALE,MARICOPA,85323.0,PUBLIC,73,0.99
603,RIO VISTA ELEMENTARY,AVONDALE,MARICOPA,85392.0,PUBLIC,73,1.0
604,TOWN & COUNTRY ELEMENTARY SCHOOL,SIERRA VISTA,COCHISE,85635.0,PUBLIC,73,0.99
605,TUMBLEWEED ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85029.0,PUBLIC,73,1.0
606,WALKER BUTTE K-8,QUEEN CREEK,PINAL,85143.0,PUBLIC,73,0.97
607,TAYLOR ELEMENTARY SCHOOL,TAYLOR,NAVAJO,85939.0,PUBLIC,73,0.9
608,THOMAS M KNOLES ELEMENTARY SCHOOL,FLAGSTAFF,COCONINO,86004.0,PUBLIC,73,0.95
609,TRES RIOS ELEMENTARY SCHOOL,TOLLESON,MARICOPA,85353.0,PUBLIC,73,1.0
610,TUCSON COUNTRY DAY SCHOOL,TUCSON,PIMA,85715.0,CHARTER,73,0.99
611,TUMBLEWEED ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85029.0,PUBLIC,73,0.99
612,VILLAGE MEADOWS ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85023.0,PUBLIC,73,0.92
613,ASU PREPARATORY ACADEMY - PHOENIX ELEMENTARY,PHOENIX,MARICOPA,85006.0,PUBLIC,74,0.96
614,ASU PREPARATORY ACADEMY - POLYTECHNIC ELEMENTARY SCHOOL,MESA,MARICOPA,85212.0,PUBLIC,74,0.95
615,CRISMON ELEMENTARY SCHOOL,MESA,MARICOPA,85210.0,PUBLIC,74,0.96
616,EAGLE RIDGE ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85024.0,PUBLIC,74,0.92
617,EVA MARSHALL ELEMENTARY SCHOOL,FLAGSTAFF,COCONINO,86001.0,PUBLIC,74,0.97
618,FINE ARTS ACADEMY,TOLLESON,MARICOPA,85353.0,PUBLIC,74,0.95
619,GATEWAY SCHOOL,PHOENIX,MARICOPA,85008.0,PUBLIC,74,0.99
620,HAPPY VALLEY SCHOOL,PEORIA,MARICOPA,,CHARTER,74,0.85
621,IRONWOOD ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85053.0,PUBLIC,74,1.0
622,JAMES B ROLLE SCHOOL,YUMA,YUMA,85365.0,PUBLIC,74,1.0
623,LARRY C KENNEDY SCHOOL,PHOENIX,MARICOPA,85016.0,PUBLIC,74,0.96
624,MESQUITE ELEMENTARY SCHOOL,CASA GRANDE,PINAL,85222.0,PUBLIC,74,0.99
625,MOUNTAIN VIEW SCHOOL,WADDELL,MARICOPA,85355.0,PUBLIC,74,0.93
626,O C JOHNSON SCHOOL,YUMA,YUMA,85364.0,PUBLIC,74,1.0
627,POWER RANCH ELEMENTARY,GILBERT,MARICOPA,85297.0,PUBLIC,74,0.89
628,REDBIRD ELEMENTARY SCHOOL,MESA,MARICOPA,85210.0,PUBLIC,74,0.96
629,RIO COLORADO ELEMENTARY SCHOOL,SAN LUIS,YUMA,85349.0,PUBLIC,74,1.0
630,SALK ELEMENTARY SCHOOL,MESA,MARICOPA,85207.0,PUBLIC,74,0.92
631,SANTA CRUZ ELEMENTARY,MARICOPA,PINAL,85239.0,PUBLIC,74,0.95
632,WALTER DOUGLAS ELEMENTARY SCHOOL,TUCSON,PIMA,85705.0,PUBLIC,74,0.99
633,WEST ELEMENTARY SCHOOL,COOLIDGE,PINAL,85128.0,PUBLIC,74,0.96
634,VENTANA VISTA ELEMENTARY SCHOOL,TUCSON,PIMA,85750.0,PUBLIC,74,0.88
635,ANTHEM K-8 SCHOOL,FLORENCE,PINAL,85232.0,PUBLIC,75,0.89
636,CANDEO SCHOOLS,PEORIA,MARICOPA,85383.0,CHARTER,75,0.85
637,DESERT SHADOWS ELEMENTARY SCHOOL,SCOTTSDALE,MARICOPA,85254.0,PUBLIC,75,0.88
638,DESERT WILLOW ELEMENTARY SCHOOL,KINGMAN,MOHAVE,86401.0,PUBLIC,75,0.96
639,GALE ELEMENTARY SCHOOL,TUCSON,PIMA,85710.0,PUBLIC,75,0.97
640,GRANVILLE ELEMENTARY,PRESCOTT VALLEY,YAVAPAI,86314.0,PUBLIC,75,0.95
641,JOHNSON ELEMENTARY SCHOOL,MESA,MARICOPA,85206.0,PUBLIC,75,0.97
642,KYRENE DE LAS MANITAS SCHOOL,TEMPE,MARICOPA,85284.0,PUBLIC,75,0.96
643,LIBERTY ELEMENTARY SCHOOL-85254,SCOTTSDALE,MARICOPA,85254.0,PUBLIC,75,0.91
644,LULU WALKER SCHOOL,TUCSON,PIMA,85704.0,PUBLIC,75,0.95
645,MADISON TRADITIONAL ACADEMY,PHOENIX,MARICOPA,85014.0,PUBLIC,75,0.95
646,MILLER ELEMENTARY SCHOOL,TUCSON,PIMA,85746.0,PUBLIC,75,0.99
647,OCOTILLO SCHOOL,PHOENIX,MARICOPA,85017.0,PUBLIC,75,0.97
648,QUARTZ HILL ELEMENTARY,GILBERT,MARICOPA,85297.0,PUBLIC,75,0.92
649,REDFIELD ELEMENTARY SCHOOL,SCOTTSDALE,MARICOPA,85260.0,PUBLIC,75,0.87
650,RUTH POWELL ELEMENTARY SCHOOL,SAFFORD,GRAHAM,85546.0,PUBLIC,75,0.93
651,TAFT ELEMENTARY SCHOOL,MESA,MARICOPA,85207.0,PUBLIC,75,0.96
652,VILLAGE MEADOWS ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85023.0,PUBLIC,75,0.97
653,WESTERN VALLEY ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85043.0,PUBLIC,75,0.95
654,WILLCOX ELEMENTARY SCHOOL,WILLCOX,COCHISE,85643.0,PUBLIC,75,0.99
655,BOULDER CREEK ELEMENTARY,MESA,MARICOPA,85212.0,PUBLIC,76,0.96
656,CARMINATI SCHOOL,TEMPE,MARICOPA,85282.0,PUBLIC,76,0.93
657,CARTWRIGHT ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85031.0,PUBLIC,76,0.96
658,CHAPARRAL ELEMENTARY SCHOOL-85029,PHOENIX,MARICOPA,85029.0,PUBLIC,76,0.91
659,CHOLLA ELEMENTARY SCHOOL,CASA GRANDE,PINAL,85222.0,PUBLIC,76,0.97
660,DILWORTH BRINTON ELEMENTARY,MESA,MARICOPA,85208.0,PUBLIC,76,0.97
661,DOS RIOS ELEMENTARY,TOLLESON,MARICOPA,85353.0,PUBLIC,76,0.99
662,EAGLERIDGE ENRICHMENT PROGRAM,MESA,MARICOPA,85202.0,PUBLIC,76,0.57
663,GLENDALE AMERICAN SCHOOL,GLENDALE,MARICOPA,85302.0,PUBLIC,76,0.97
664,GRIFFITH ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85008.0,PUBLIC,76,0.96
665,HUACHUCA MOUNTAIN ELEMENTARY SCHOOL,SIERRA VISTA,COCHISE,85650.0,PUBLIC,76,0.97
666,INNOVATION ACADEMY K-5 STEM SCHOOL,ORO VALLEY,PIMA,85755.0,PUBLIC,76,0.93
667,LAFE NELSON SCHOOL,SAFFORD,GRAHAM,85546.0,PUBLIC,76,0.96
668,LIBERTY TRADITIONAL SCHOOL,PRESCOTT VALLEY,YAVAPAI,86314.0,PUBLIC,76,0.97
669,MITCHELL ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85009.0,PUBLIC,76,1.0
670,PAN-AMERICAN ELEMENTARY CHARTER SCHOOL,PHOENIX,MARICOPA,85017.0,CHARTER,76,0.99
671,PIONEER ELEMENTARY SCHOOL-85234,GILBERT,MARICOPA,85234.0,PUBLIC,76,0.96
672,PLAYA DEL REY ELEMENTARY SCHOOL,GILBERT,MARICOPA,85233.0,PUBLIC,76,0.9
673,QUENTIN ELEMENTARY,AVONDALE,MARICOPA,85323.0,PUBLIC,76,0.97
674,SAN TAN HEIGHTS ELEMENTARY,QUEEN CREEK,PINAL,85142.0,PUBLIC,76,0.78
675,STEVEN R JASINSKI ELEMENTARY SCHOOL,BUCKEYE,MARICOPA,85326.0,PUBLIC,76,0.95
676,SUNRISE DRIVE ELEMENTARY SCHOOL,TUCSON,PIMA,85718.0,PUBLIC,76,0.99
677,WEITZEL'S PUENTE DE HOZHO BILINQUAL SCHOOL,FLAGSTAFF,COCONINO,86004.0,PUBLIC,76,0.96
678,WESTERN PEAKS ELEMENTARY,SURPRISE,MARICOPA,85388.0,PUBLIC,76,0.93
679,TOWNE MEADOWS ELEMENTARY SCHOOL,HIGLEY,MARICOPA,85234.0,PUBLIC,76,0.97
680,ARIZONA CONNECTIONS ACADEMY,GILBERT,MARICOPA,85297.0,CHARTER,77,0.7
681,C I WAGGONER SCHOOL,TEMPE,MARICOPA,85284.0,PUBLIC,77,0.96
682,ELLSWORTH ELEMENTARY,QUEEN CREEK,PINAL,85140.0,PUBLIC,77,0.96
683,GADSDEN ELEMENTARY SCHOOL,GADSDEN,YUMA,85349.0,PUBLIC,77,1.0
684,"HARVEST PREPARATORY ACADEMY, SAN LUIS",SAN LUIS,YUMA,85349.0,CHARTER,77,1.0
685,J  ROBERT HENDRICKS ELEMENTARY SCHOOL,TUCSON,PIMA,85741.0,PUBLIC,77,0.95
686,JACK BARNES ELEMENTARY SCHOOL,QUEEN CREEK,MARICOPA,85242.0,PUBLIC,77,0.95
687,JANE D. HULL ELEMENTARY,CHANDLER,MARICOPA,85249.0,PUBLIC,77,0.91
688,OASIS ELEMENTARY SCHOOL,PEORIA,MARICOPA,85381.0,PUBLIC,77,0.95
689,PENDERGAST ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85037.0,PUBLIC,77,1.0
690,PIMA ELEMENTARY SCHOOL,PIMA,GRAHAM,,PUBLIC,77,0.95
691,REID TRADITIONAL SCHOOL PAINTED ROCK ACADEMY,PHOENIX,MARICOPA,85023.0,CHARTER,77,0.91
692,RIVERSIDE TRADITIONAL SCHOOL,PHOENIX,MARICOPA,85043.0,PUBLIC,77,0.99
693,SAHUARO RANCH ELEMENTARY SCHOOL,GLENDALE,MARICOPA,85302.0,PUBLIC,77,0.91
694,STEVENSON ELEMENTARY SCHOOL,MESA,MARICOPA,85208.0,PUBLIC,77,0.9
695,SUNSET RIDGE ELEMENTARY-85086,PHOENIX,MARICOPA,85086.0,PUBLIC,77,0.91
696,VISTA COLLEGE PREP - MARYVALE,PHOENIX,MARICOPA,85035.0,CHARTER,77,0.96
697,WHITTIER ELEMENTARY SCHOOL-85201,MESA,MARICOPA,85201.0,PUBLIC,77,0.97
698,SUNSET VISTA ELEMENTARY,GLENDALE,MARICOPA,85303.0,PUBLIC,77,0.99
699,BARCELONA ELEMENTARY SCHOOL,GLENDALE,MARICOPA,85301.0,PUBLIC,78,0.96
700,BUTTERFIELD ELEMENTARY SCHOOL,TUCSON,PIMA,85741.0,PUBLIC,78,0.89
701,CANYON SPRINGS,ANTHEM,MARICOPA,85087.0,PUBLIC,78,0.91
702,DESERT HARBOR ELEMENTARY SCHOOL,PEORIA,MARICOPA,,CHARTER,78,0.96
703,DESERT VIEW ELEMENTARY,SAN LUIS,YUMA,85349.0,PUBLIC,78,1.0
704,DREXEL ELEMENTARY SCHOOL,TUCSON,PIMA,85706.0,PUBLIC,78,1.0
705,GARDEN LAKES ELEMENTARY SCHOOL,AVONDALE,MARICOPA,85392.0,PUBLIC,78,0.95
706,HAPPY VALLEY SCHOOL - EAST CAMPUS,SAN TAN VALLEY,PINAL,85140.0,CHARTER,78,0.97
707,LAVEEN ELEMENTARY SCHOOL,LAVEEN,MARICOPA,85339.0,PUBLIC,78,0.94
708,MACARTHUR ELEMENTARY SCHOOL,MESA,MARICOPA,85203.0,PUBLIC,78,0.87
709,MARSHALL RANCH ELEMENTARY SCHOOL,GLENDALE,MARICOPA,85304.0,PUBLIC,78,0.96
710,MICHAEL T. HUGHES ELEMENTARY SCHOOL,MESA,MARICOPA,85203.0,PUBLIC,78,0.91
711,PRINCE ELEMENTARY SCHOOL,TUCSON,PIMA,85705.0,PUBLIC,78,1.0
712,SUN VALLEY ELEMENTARY SCHOOL,PEORIA,MARICOPA,85345.0,PUBLIC,78,0.97
713,TAYLOR ELEMENTARY SCHOOL,TAYLOR,NAVAJO,85939.0,PUBLIC,78,0.85
714,WHISPERING WIND ACADEMY,PHOENIX,MARICOPA,85032.0,PUBLIC,78,0.97
715,WOOD ELEMENTARY SCHOOL,TEMPE,MARICOPA,85283.0,PUBLIC,78,0.94
716,ARREDONDO ELEMENTARY SCHOOL,TEMPE,MARICOPA,85282.0,PUBLIC,79,0.98
717,CAROL G. PECK ELEMENTARY SCHOOL,GLENDALE,MARICOPA,85301.0,PUBLIC,79,0.99
718,DAVID CROCKETT SCHOOL,PHOENIX,MARICOPA,85008.0,PUBLIC,79,0.95
